Species,Port,Year,Month,Quantity,Value
Cod,Ísafjörður,1985,7,1580,24403
Cod,Ísafjörður,1985,8,726,11180
Cod,Ísafjörður,1985,9,546,8515
Cod,Ísafjörður,1985,10,315,5598
Cod,Ísafjörður,1985,11,598,10524
Cod,Ísafjörður,1985,12,754,13393
Cod,Ísafjörður,1986,1,1197,21693
Cod,Ísafjörður,1986,2,877,16228
Cod,Ísafjörður,1986,3,707,12999
Cod,Ísafjörður,1986,4,352,6531
Cod,Ísafjörður,1986,5,158,3053
Cod,Ísafjörður,1986,6,889,18046
Cod,Ísafjörður,1986,7,1085,21881
Cod,Ísafjörður,1986,8,1372,27427
Cod,Ísafjörður,1986,9,556,10827
Cod,Ísafjörður,1986,10,325,6350
Cod,Ísafjörður,1986,11,664,13474
Cod,Ísafjörður,1986,12,704,14809
Cod,Ísafjörður,1987,1,389,8965
Cod,Ísafjörður,1987,2,979,21081
Cod,Ísafjörður,1987,3,719,15180
Cod,Ísafjörður,1987,4,124,2778
Cod,Ísafjörður,1987,5,92,2048
Cod,Ísafjörður,1987,6,1098,23582
Cod,Ísafjörður,1987,7,1396,33823
Cod,Ísafjörður,1987,8,1380,32826
Cod,Ísafjörður,1987,9,626,15275
Cod,Ísafjörður,1987,10,240,7004
Cod,Ísafjörður,1987,11,828,22643
Cod,Ísafjörður,1987,12,755,18726
Cod,Ísafjörður,1988,1,943,25039
Cod,Ísafjörður,1988,2,818,21223
Cod,Ísafjörður,1988,3,554,15133
Cod,Ísafjörður,1988,4,401,10671
Cod,Ísafjörður,1988,5,363,9105
Cod,Ísafjörður,1988,6,822,21870
Cod,Ísafjörður,1988,7,1298,34375
Cod,Ísafjörður,1988,8,1621,40497
Cod,Ísafjörður,1988,9,587,15368
Cod,Ísafjörður,1988,10,966,25701
Cod,Ísafjörður,1988,11,1017,28363
Cod,Ísafjörður,1988,12,610,16832
Cod,Ísafjörður,1989,1,1052,27881
Cod,Ísafjörður,1989,2,1146,30334
Cod,Ísafjörður,1989,3,936,29449
Cod,Ísafjörður,1989,4,253,7400
Cod,Ísafjörður,1989,5,334,8979
Cod,Ísafjörður,1989,6,294,8723
Cod,Ísafjörður,1989,7,914,28610
Cod,Ísafjörður,1989,8,807,25625
Cod,Ísafjörður,1989,9,445,13872
Cod,Ísafjörður,1989,10,873,29671
Cod,Ísafjörður,1989,11,754,28385
Cod,Ísafjörður,1989,12,1036,45849
Cod,Ísafjörður,1990,1,1132,49762
Cod,Ísafjörður,1990,2,1133,47554
Cod,Ísafjörður,1990,3,895,42598
Cod,Ísafjörður,1990,4,206,9184
Cod,Ísafjörður,1990,5,484,20421
Cod,Ísafjörður,1990,6,315,14050
Cod,Ísafjörður,1990,7,1438,68785
Cod,Ísafjörður,1990,8,776,41247
Cod,Ísafjörður,1990,9,504,26300
Cod,Ísafjörður,1990,10,816,47299
Cod,Ísafjörður,1990,11,848,47591
Cod,Ísafjörður,1990,12,1848,123367
Cod,Ísafjörður,1991,1,858,52621
Cod,Ísafjörður,1991,2,929,52704
Cod,Ísafjörður,1991,3,723,53134
Cod,Ísafjörður,1991,4,699,62615
Cod,Ísafjörður,1991,5,221,18595
Cod,Ísafjörður,1991,6,1054,58958
Cod,Ísafjörður,1991,7,1468,92230
Cod,Ísafjörður,1991,8,1222,84670
Cod,Ísafjörður,1991,9,979,60387
Cod,Ísafjörður,1991,10,663,35462
Cod,Ísafjörður,1991,11,559,27298
Cod,Ísafjörður,1991,12,1338,83407
Cod,Ísafjörður,1992,1,705,40505
Cod,Ísafjörður,1992,2,885,42721
Cod,Ísafjörður,1992,3,1031,67139
Cod,Ísafjörður,1992,4,456,31145
Cod,Ísafjörður,1992,5,278,13525
Cod,Ísafjörður,1992,6,498,28218
Cod,Ísafjörður,1992,7,927,55788
Cod,Ísafjörður,1992,8,1165,81703
Cod,Ísafjörður,1992,9,772,44885
Cod,Ísafjörður,1992,10,342,17641
Cod,Ísafjörður,1992,11,1108,61604
Cod,Ísafjörður,1992,12,848,50157
Cod,Ísafjörður,1993,1,1184,73696
Cod,Ísafjörður,1993,2,1045,60302
Cod,Ísafjörður,1993,3,630,34840
Cod,Ísafjörður,1993,4,269,17611
Cod,Ísafjörður,1993,5,335,18620
Cod,Ísafjörður,1993,6,609,33191
Cod,Ísafjörður,1993,7,1290,79396
Cod,Ísafjörður,1993,8,961,55356
Cod,Ísafjörður,1993,9,1482,78249
Cod,Ísafjörður,1993,10,1030,52578
Cod,Ísafjörður,1993,11,1511,89767
Cod,Ísafjörður,1993,12,759,50885
Cod,Ísafjörður,1994,1,660,45488
Cod,Ísafjörður,1994,2,492,30957
Cod,Ísafjörður,1994,3,249,17507
Cod,Ísafjörður,1994,4,169,9462
Cod,Ísafjörður,1994,5,305,17130
Cod,Ísafjörður,1994,6,179,10033
Cod,Ísafjörður,1994,7,249,13489
Cod,Ísafjörður,1994,8,415,25599
Cod,Ísafjörður,1994,9,1391,94669
Cod,Ísafjörður,1994,10,877,55140
Cod,Ísafjörður,1994,11,898,62619
Cod,Ísafjörður,1994,12,1308,97747
Cod,Ísafjörður,1995,1,484,34153
Cod,Ísafjörður,1995,2,434,34012
Cod,Ísafjörður,1995,3,156,9429
Cod,Ísafjörður,1995,4,431,26203
Cod,Ísafjörður,1995,5,153,9181
Cod,Ísafjörður,1995,6,120,7668
Cod,Ísafjörður,1995,7,234,16537
Cod,Ísafjörður,1995,8,675,42639
Cod,Ísafjörður,1995,9,1217,78565
Cod,Ísafjörður,1995,10,1015,82332
Cod,Ísafjörður,1995,11,514,33089
Cod,Ísafjörður,1995,12,1078,79468
Cod,Ísafjörður,1996,1,785,49803
Cod,Ísafjörður,1996,2,417,27372
Cod,Ísafjörður,1996,3,319,17242
Cod,Ísafjörður,1996,4,398,28097
Cod,Ísafjörður,1996,5,154,9644
Cod,Ísafjörður,1996,6,169,10186
Cod,Ísafjörður,1996,7,125,8878
Cod,Ísafjörður,1996,8,84,5309
Cod,Ísafjörður,1996,9,521,41003
Cod,Ísafjörður,1996,10,381,30985
Cod,Ísafjörður,1996,11,491,36778
Cod,Ísafjörður,1996,12,527,42045
Cod,Ísafjörður,1997,1,388,30708
Cod,Ísafjörður,1997,2,191,11420
Cod,Ísafjörður,1997,3,264,21467
Cod,Ísafjörður,1997,4,130,7170
Cod,Ísafjörður,1997,5,91,8358
Cod,Ísafjörður,1997,6,420,24986
Cod,Ísafjörður,1997,7,409,24142
Cod,Ísafjörður,1997,8,254,15930
Cod,Ísafjörður,1997,9,964,64430
Cod,Ísafjörður,1997,10,734,51169
Cod,Ísafjörður,1997,11,609,47679
Cod,Ísafjörður,1997,12,924,70374
Cod,Ísafjörður,1998,1,650,36576
Cod,Ísafjörður,1998,2,766,53328
Cod,Ísafjörður,1998,3,1191,99882
Cod,Ísafjörður,1998,4,1018,96267
Cod,Ísafjörður,1998,5,761,51066
Cod,Ísafjörður,1998,6,700,48647
Cod,Ísafjörður,1998,7,745,59909
Cod,Ísafjörður,1998,8,665,58917
Cod,Ísafjörður,1998,9,1138,114474
Cod,Ísafjörður,1998,10,1118,104136
Cod,Ísafjörður,1998,11,1344,134068
Cod,Ísafjörður,1998,12,1375,144023
Cod,Ísafjörður,1999,1,11908,1098162
Cod,Ísafjörður,1999,2,0,0
Cod,Ísafjörður,1999,3,0,0
Cod,Ísafjörður,1999,4,0,0
Cod,Ísafjörður,1999,5,0,0
Cod,Ísafjörður,1999,6,0,0
Cod,Ísafjörður,1999,7,0,0
Cod,Ísafjörður,1999,8,0,0
Cod,Ísafjörður,1999,9,0,0
Cod,Ísafjörður,1999,10,0,0
Cod,Ísafjörður,1999,11,0,0
Cod,Ísafjörður,1999,12,0,0
Cod,Ísafjörður,2000,1,673,75849
Cod,Ísafjörður,2000,2,270,18850
Cod,Ísafjörður,2000,3,699,74574
Cod,Ísafjörður,2000,4,498,56101
Cod,Ísafjörður,2000,5,315,22904
Cod,Ísafjörður,2000,6,459,35151
Cod,Ísafjörður,2000,7,1222,140643
Cod,Ísafjörður,2000,8,445,33176
Cod,Ísafjörður,2000,9,844,96461
Cod,Ísafjörður,2000,10,759,71318
Cod,Ísafjörður,2000,11,726,77174
Cod,Ísafjörður,2000,12,1050,112404
Cod,Ísafjörður,2001,1,412,32313
Cod,Ísafjörður,2001,2,745,69025
Cod,Ísafjörður,2001,3,546,44318
Cod,Ísafjörður,2001,4,200,16887
Cod,Ísafjörður,2001,5,219,17462
Cod,Ísafjörður,2001,6,480,43136
Cod,Ísafjörður,2001,7,894,109285
Cod,Ísafjörður,2001,8,236,20594
Cod,Ísafjörður,2001,9,885,112232
Cod,Ísafjörður,2001,10,923,132139
Cod,Ísafjörður,2001,11,1007,140355
Cod,Ísafjörður,2001,12,909,137866
Cod,Ísafjörður,2002,1,349,37792
Cod,Ísafjörður,2002,2,874,113770
Cod,Ísafjörður,2002,3,472,60581
Cod,Ísafjörður,2002,4,453,42896
Cod,Ísafjörður,2002,5,441,42266
Cod,Ísafjörður,2002,6,337,38068
Cod,Ísafjörður,2002,7,314,37139
Cod,Ísafjörður,2002,8,227,23626
Cod,Ísafjörður,2002,9,1031,151381
Cod,Ísafjörður,2002,10,696,98976
Cod,Ísafjörður,2002,11,699,90806
Cod,Ísafjörður,2002,12,967,128988
Cod,Ísafjörður,2003,1,368,35740
Cod,Ísafjörður,2003,2,777,98911
Cod,Ísafjörður,2003,3,540,63478
Cod,Ísafjörður,2003,4,52,4618
Cod,Ísafjörður,2003,5,477,44701
Cod,Ísafjörður,2003,6,443,43993
Cod,Ísafjörður,2003,7,290,26846
Cod,Ísafjörður,2003,8,329,31743
Cod,Ísafjörður,2003,9,932,106036
Cod,Ísafjörður,2003,10,838,99074
Cod,Ísafjörður,2003,11,712,82678
Cod,Ísafjörður,2003,12,815,96305
Cod,Ísafjörður,2004,1,440,45543
Cod,Ísafjörður,2004,2,504,53560
Cod,Ísafjörður,2004,3,421,42776
Cod,Ísafjörður,2004,4,484,45930
Cod,Ísafjörður,2004,5,616,53919
Cod,Ísafjörður,2004,6,493,46088
Cod,Ísafjörður,2004,7,352,33821
Cod,Ísafjörður,2004,8,799,95731
Cod,Ísafjörður,2004,9,283,26059
Cod,Ísafjörður,2004,10,789,100900
Cod,Ísafjörður,2004,11,820,92853
Cod,Ísafjörður,2004,12,498,63834
Cod,Ísafjörður,2005,1,433,42805
Cod,Ísafjörður,2005,2,256,23426
Cod,Ísafjörður,2005,3,325,35010
Cod,Ísafjörður,2005,4,298,28714
Cod,Ísafjörður,2005,5,173,17023
Cod,Ísafjörður,2005,6,356,34617
Cod,Ísafjörður,2005,7,222,19839
Cod,Ísafjörður,2005,8,313,28419
Cod,Ísafjörður,2005,9,603,71878
Cod,Ísafjörður,2005,10,629,71537
Cod,Ísafjörður,2005,11,571,68082
Cod,Ísafjörður,2005,12,699,78714
Cod,Ísafjörður,2006,1,410,48596
Cod,Ísafjörður,2006,2,220,21658
Cod,Ísafjörður,2006,3,187,21909
Cod,Ísafjörður,2006,4,242,27750
Cod,Ísafjörður,2006,5,285,29047
Cod,Ísafjörður,2006,6,272,33035
Cod,Ísafjörður,2006,7,365,45092
Cod,Ísafjörður,2006,8,412,55395
Cod,Ísafjörður,2006,9,649,102806
Cod,Ísafjörður,2006,10,689,98732
Cod,Ísafjörður,2006,11,608,93763
Cod,Ísafjörður,2006,12,427,73784
Cod,Ísafjörður,2007,1,232,42140
Cod,Ísafjörður,2007,2,335,52463
Cod,Ísafjörður,2007,3,250,36600
Cod,Ísafjörður,2007,4,470,62388
Cod,Ísafjörður,2007,5,142,21669
Cod,Ísafjörður,2007,6,393,56474
Cod,Ísafjörður,2007,7,326,43343
Cod,Ísafjörður,2007,8,524,90156
Cod,Ísafjörður,2007,9,273,36870
Cod,Ísafjörður,2007,10,610,113466
Cod,Ísafjörður,2007,11,380,67863
Cod,Ísafjörður,2007,12,249,59392
Cod,Ísafjörður,2008,1,202,46933
Cod,Ísafjörður,2008,2,204,44631
Cod,Ísafjörður,2008,3,265,58517
Cod,Ísafjörður,2008,4,339,58634
Cod,Ísafjörður,2008,5,398,73349
Cod,Ísafjörður,2008,6,270,39818
Cod,Ísafjörður,2008,7,109,21039
Cod,Ísafjörður,2008,8,586,116269
Cod,Ísafjörður,2008,9,410,82199
Cod,Ísafjörður,2008,10,545,121542
Cod,Ísafjörður,2008,11,496,110002
Cod,Ísafjörður,2008,12,260,62768
Cod,Ísafjörður,2009,1,221,52403
Cod,Ísafjörður,2009,2,326,61869
Cod,Ísafjörður,2009,3,576,90944
Cod,Ísafjörður,2009,4,549,78287
Cod,Ísafjörður,2009,5,569,85986
Cod,Ísafjörður,2009,6,776,131990
Cod,Ísafjörður,2009,7,744,134539
Cod,Ísafjörður,2009,8,631,114676
Cod,Ísafjörður,2009,9,324,51606
Cod,Ísafjörður,2009,10,348,60205
Cod,Ísafjörður,2009,11,705,165204
Cod,Ísafjörður,2009,12,545,140672
Cod,Ísafjörður,2010,1,343,95927
Cod,Ísafjörður,2010,2,293,66408
Cod,Ísafjörður,2010,3,426,104188
Cod,Ísafjörður,2010,4,480,107100
Cod,Ísafjörður,2010,5,676,155725
Cod,Ísafjörður,2010,6,492,115575
Cod,Ísafjörður,2010,7,329,86377
Cod,Ísafjörður,2010,8,719,160783
Cod,Ísafjörður,2010,9,400,90078
Cod,Ísafjörður,2010,10,595,138505
Cod,Ísafjörður,2010,11,536,130733
Cod,Ísafjörður,2010,12,483,124128
Cod,Ísafjörður,2011,1,450,116994
Cod,Ísafjörður,2011,2,322,76063
Cod,Ísafjörður,2011,3,506,122279
Cod,Ísafjörður,2011,4,253,56087
Cod,Ísafjörður,2011,5,645,146980
Cod,Ísafjörður,2011,6,505,122292
Cod,Ísafjörður,2011,7,293,75851
Cod,Ísafjörður,2011,8,406,96118
Cod,Ísafjörður,2011,9,391,88986
Cod,Ísafjörður,2011,10,347,73306
Cod,Ísafjörður,2011,11,701,179912
Cod,Ísafjörður,2011,12,512,146820
Cod,Ísafjörður,2012,1,589,146284
Cod,Ísafjörður,2012,2,545,114208
Cod,Ísafjörður,2012,3,531,114287
Cod,Ísafjörður,2012,4,425,89062
Cod,Ísafjörður,2012,5,484,99447
Cod,Ísafjörður,2012,6,762,181091
Cod,Ísafjörður,2012,7,626,174976
Cod,Ísafjörður,2012,8,466,103375
Cod,Ísafjörður,2012,9,909,210825
Cod,Ísafjörður,2012,10,1044,229607
Cod,Ísafjörður,2012,11,964,215386
Cod,Ísafjörður,2012,12,744,175258
Cod,Ísafjörður,2013,1,931,204875
Cod,Ísafjörður,2013,2,677,124880
Cod,Ísafjörður,2013,3,455,71094
Cod,Ísafjörður,2013,4,514,74122
Cod,Ísafjörður,2013,5,877,136677
Cod,Ísafjörður,2013,6,1159,212324
Cod,Ísafjörður,2013,7,778,152832
Cod,Ísafjörður,2013,8,755,153076
Cod,Ísafjörður,2013,9,1227,164024
Cod,Ísafjörður,2013,10,1536,291576
Cod,Ísafjörður,2013,11,1671,344451
Cod,Ísafjörður,2013,12,2040,374352
Cod,Ísafjörður,2014,1,680,127795
Cod,Ísafjörður,2014,2,515,90467
Cod,Ísafjörður,2014,3,540,87875
Cod,Ísafjörður,2014,4,539,90781
Cod,Ísafjörður,2014,5,673,136405
Cod,Ísafjörður,2014,6,1285,254473
Cod,Ísafjörður,2014,7,901,170242
Cod,Ísafjörður,2014,8,962,192808
Cod,Ísafjörður,2014,9,683,125824
Cod,Ísafjörður,2014,10,1232,235758
Cod,Ísafjörður,2014,11,1912,412746
Cod,Ísafjörður,2014,12,1538,333674
Cod,Ísafjörður,2015,1,1957,416107
Cod,Ísafjörður,2015,2,888,200199
Cod,Ísafjörður,2015,3,864,207346
Cod,Ísafjörður,2015,4,395,73731
Cod,Ísafjörður,2015,5,568,129066
Cod,Ísafjörður,2015,6,1073,255996
Cod,Ísafjörður,2015,7,976,235239
Cod,Ísafjörður,2015,8,893,210718
Cod,Ísafjörður,2015,9,1310,305170
Cod,Ísafjörður,2015,10,1215,295758
Cod,Ísafjörður,2015,11,2283,517629
Cod,Ísafjörður,2015,12,1045,263789
Cod,Ísafjörður,2016,1,1890,419750
Cod,Ísafjörður,2016,2,863,177120
Cod,Ísafjörður,2016,3,686,145296
Cod,Ísafjörður,2016,4,645,127277
Cod,Ísafjörður,2016,5,839,176216
Cod,Ísafjörður,2016,6,1417,325575
Cod,Ísafjörður,2016,7,496,91435
Cod,Ísafjörður,2016,8,658,119693
Cod,Ísafjörður,2016,9,913,162571
Cod,Ísafjörður,2016,10,1643,343152
Cod,Ísafjörður,2016,11,1453,300823
Cod,Ísafjörður,2016,12,714,153331
Cod,Ísafjörður,2017,1,49,12835
Cod,Ísafjörður,2017,2,171,17070
Cod,Ísafjörður,2017,3,716,86069
Cod,Ísafjörður,2017,4,398,32056
Cod,Ísafjörður,2017,5,903,184273
Cod,Ísafjörður,2017,6,995,103851
Cod,Ísafjörður,2017,7,1290,187817
Cod,Ísafjörður,2017,8,1276,221130
Cod,Ísafjörður,2017,9,1446,251693
Cod,Ísafjörður,2017,10,2002,391155
Cod,Ísafjörður,2017,11,2793,526963
Cod,Ísafjörður,2017,12,1469,299434
Cod,Ísafjörður,2018,1,1316,265348
Cod,Ísafjörður,2018,2,736,152546
Cod,Ísafjörður,2018,3,703,149866
Cod,Ísafjörður,2018,4,605,121793
Cod,Ísafjörður,2018,5,709,126345
Cod,Ísafjörður,2018,6,1022,205965
Cod,Ísafjörður,2018,7,945,209701
Cod,Ísafjörður,2018,8,948,206590
Cod,Ísafjörður,2018,9,962,156995
Cod,Ísafjörður,2018,10,1700,304792
Cod,Ísafjörður,2018,11,946,197370
Cod,Ísafjörður,2018,12,1307,286461
Cod,Ísafjörður,2019,1,1544,347640
Cod,Ísafjörður,2019,2,1260,288672
Cod,Ísafjörður,2019,3,813,198479
Cod,Ísafjörður,2019,4,744,160510
Cod,Ísafjörður,2019,5,669,136706
Cod,Ísafjörður,2019,6,943,242103
Cod,Ísafjörður,2019,7,866,217658
Cod,Ísafjörður,2019,8,686,155968
Cod,Ísafjörður,2019,9,1145,253553
Cod,Ísafjörður,2019,10,1030,233513
Cod,Ísafjörður,2019,11,834,197517
Cod,Ísafjörður,2019,12,883,214231
Cod,Ísafjörður,2020,1,735,202561
Cod,Ísafjörður,2020,2,741,210359
Cod,Ísafjörður,2020,3,613,148691
Cod,Ísafjörður,2020,4,292,53350
Cod,Ísafjörður,2020,5,755,203826
Cod,Ísafjörður,2020,6,1164,264823
Cod,Ísafjörður,2020,7,773,195302
Cod,Ísafjörður,2020,8,1530,427455
Cod,Ísafjörður,2020,9,1106,256279
Cod,Ísafjörður,2020,10,816,199230
Cod,Ísafjörður,2020,11,1645,414103
Cod,Ísafjörður,2020,12,1141,311484
Cod,Ísafjörður,2021,1,1303,345237
Cod,Ísafjörður,2021,2,739,196781
Cod,Ísafjörður,2021,3,787,177099
Cod,Ísafjörður,2021,4,611,130640
Cod,Ísafjörður,2021,5,786,189217
Cod,Ísafjörður,2021,6,960,230421
Cod,Ísafjörður,2021,7,476,100605
Cod,Ísafjörður,2021,8,910,256335
Cod,Ísafjörður,2021,9,777,189749
Cod,Ísafjörður,2021,10,830,227966
Cod,Ísafjörður,2021,11,1375,379898
Cod,Ísafjörður,2021,12,893,277736
Cod,Ísafjörður,2022,1,1653,488910
Cod,Ísafjörður,2022,2,381,127248
Cod,Ísafjörður,2022,3,562,152344
Cod,Ísafjörður,2022,4,446,161004
Cod,Ísafjörður,2022,5,851,290147
Cod,Ísafjörður,2022,6,1028,376181
Cod,Ísafjörður,2022,7,499,199590
Cod,Ísafjörður,2022,8,674,253930
Cod,Ísafjörður,2022,9,838,265508
Cod,Ísafjörður,2022,10,682,226671
Cod,Ísafjörður,2022,11,766,323058
Cod,Ísafjörður,2022,12,765,324538
Cod,Ísafjörður,2023,1,872,349189
Cod,Ísafjörður,2023,2,672,277141
Cod,Ísafjörður,2023,3,850,346155
Cod,Ísafjörður,2023,4,532,216088
Cod,Ísafjörður,2023,5,536,181677
Cod,Ísafjörður,2023,6,706,261506
Cod,Ísafjörður,2023,7,726,307482
Cod,Ísafjörður,2023,8,451,159578
Cod,Ísafjörður,2023,9,687,232554
Cod,Ísafjörður,2023,10,734,242491
Cod,Ísafjörður,2023,11,434,160246
Cod,Ísafjörður,2023,12,506,183410
Cod,Ísafjörður,2024,1,651,221097
Cod,Ísafjörður,2024,2,611,206617
Cod,Ísafjörður,2024,3,561,214094
Cod,Ísafjörður,2024,4,635,225569
Cod,Ísafjörður,2024,5,661,255410
Cod,Ísafjörður,2024,6,731,269482
Cod,Ísafjörður,2024,7,546,210800
Cod,Ísafjörður,2024,8,643,244309
Cod,Ísafjörður,2024,9,703,246849
Cod,Ísafjörður,2024,10,680,249442
Cod,Ísafjörður,2024,11,691,251262
Cod,Ísafjörður,2024,12,629,230622
Cod,Ólafsfjörður,1982,1,317,1365
Cod,Ólafsfjörður,1982,2,1030,4260
Cod,Ólafsfjörður,1982,3,773,3453
Cod,Ólafsfjörður,1982,4,1209,5256
Cod,Ólafsfjörður,1982,5,105,479
Cod,Ólafsfjörður,1982,6,1438,7098
Cod,Ólafsfjörður,1982,7,1284,6222
Cod,Ólafsfjörður,1982,8,1429,6973
Cod,Ólafsfjörður,1982,9,844,4852
Cod,Ólafsfjörður,1982,10,715,4268
Cod,Ólafsfjörður,1982,11,552,3272
Cod,Ólafsfjörður,1982,12,661,4230
Cod,Ólafsfjörður,1983,1,834,6355
Cod,Ólafsfjörður,1983,2,814,5998
Cod,Ólafsfjörður,1983,3,741,6263
Cod,Ólafsfjörður,1983,4,885,7107
Cod,Ólafsfjörður,1983,5,1048,8327
Cod,Ólafsfjörður,1983,6,844,9059
Cod,Ólafsfjörður,1983,7,848,8877
Cod,Ólafsfjörður,1983,8,943,9767
Cod,Ólafsfjörður,1983,9,402,4201
Cod,Ólafsfjörður,1983,10,558,5893
Cod,Ólafsfjörður,1983,11,381,3996
Cod,Ólafsfjörður,1983,12,385,4078
Cod,Ólafsfjörður,1984,1,8055,98032
Cod,Ólafsfjörður,1984,2,0,0
Cod,Ólafsfjörður,1984,3,0,0
Cod,Ólafsfjörður,1984,4,0,0
Cod,Ólafsfjörður,1984,5,0,0
Cod,Ólafsfjörður,1984,6,0,0
Cod,Ólafsfjörður,1984,7,0,0
Cod,Ólafsfjörður,1984,8,0,0
Cod,Ólafsfjörður,1984,9,0,0
Cod,Ólafsfjörður,1984,10,0,0
Cod,Ólafsfjörður,1984,11,0,0
Cod,Ólafsfjörður,1984,12,0,0
Cod,Ólafsfjörður,1985,1,908,13355
Cod,Ólafsfjörður,1985,2,962,14410
Cod,Ólafsfjörður,1985,3,449,6637
Cod,Ólafsfjörður,1985,4,857,12438
Cod,Ólafsfjörður,1985,5,538,7856
Cod,Ólafsfjörður,1985,6,854,13086
Cod,Ólafsfjörður,1985,7,1013,15602
Cod,Ólafsfjörður,1985,8,644,10828
Cod,Ólafsfjörður,1985,9,455,7587
Cod,Ólafsfjörður,1985,10,565,10342
Cod,Ólafsfjörður,1985,11,313,5644
Cod,Ólafsfjörður,1985,12,469,8667
Cod,Ólafsfjörður,1986,1,542,9989
Cod,Ólafsfjörður,1986,2,1472,26650
Cod,Ólafsfjörður,1986,3,1224,21869
Cod,Ólafsfjörður,1986,4,462,8602
Cod,Ólafsfjörður,1986,5,622,14043
Cod,Ólafsfjörður,1986,6,1197,33132
Cod,Ólafsfjörður,1986,7,1048,21861
Cod,Ólafsfjörður,1986,8,1649,44723
Cod,Ólafsfjörður,1986,9,330,6373
Cod,Ólafsfjörður,1986,10,167,3273
Cod,Ólafsfjörður,1986,11,235,4492
Cod,Ólafsfjörður,1986,12,214,4249
Cod,Ólafsfjörður,1987,1,263,5080
Cod,Ólafsfjörður,1987,2,874,27431
Cod,Ólafsfjörður,1987,3,1035,34507
Cod,Ólafsfjörður,1987,4,686,20506
Cod,Ólafsfjörður,1987,5,336,8028
Cod,Ólafsfjörður,1987,6,1731,57826
Cod,Ólafsfjörður,1987,7,1754,55809
Cod,Ólafsfjörður,1987,8,1920,61777
Cod,Ólafsfjörður,1987,9,840,32193
Cod,Ólafsfjörður,1987,10,495,18253
Cod,Ólafsfjörður,1987,11,618,19184
Cod,Ólafsfjörður,1987,12,874,31099
Cod,Ólafsfjörður,1988,1,790,31129
Cod,Ólafsfjörður,1988,2,1066,32499
Cod,Ólafsfjörður,1988,3,1312,40536
Cod,Ólafsfjörður,1988,4,1077,36089
Cod,Ólafsfjörður,1988,5,576,16568
Cod,Ólafsfjörður,1988,6,1087,37746
Cod,Ólafsfjörður,1988,7,1142,43042
Cod,Ólafsfjörður,1988,8,1908,79178
Cod,Ólafsfjörður,1988,9,666,24433
Cod,Ólafsfjörður,1988,10,162,4821
Cod,Ólafsfjörður,1988,11,577,26650
Cod,Ólafsfjörður,1988,12,880,42508
Cod,Ólafsfjörður,1989,1,559,22398
Cod,Ólafsfjörður,1989,2,806,39565
Cod,Ólafsfjörður,1989,3,1484,64389
Cod,Ólafsfjörður,1989,4,902,47579
Cod,Ólafsfjörður,1989,5,770,26569
Cod,Ólafsfjörður,1989,6,760,26764
Cod,Ólafsfjörður,1989,7,814,40313
Cod,Ólafsfjörður,1989,8,992,64472
Cod,Ólafsfjörður,1989,9,316,21234
Cod,Ólafsfjörður,1989,10,764,27411
Cod,Ólafsfjörður,1989,11,474,20147
Cod,Ólafsfjörður,1989,12,343,20924
Cod,Ólafsfjörður,1990,1,602,39976
Cod,Ólafsfjörður,1990,2,797,62025
Cod,Ólafsfjörður,1990,3,1418,93139
Cod,Ólafsfjörður,1990,4,734,59050
Cod,Ólafsfjörður,1990,5,1116,60426
Cod,Ólafsfjörður,1990,6,814,43109
Cod,Ólafsfjörður,1990,7,1281,96922
Cod,Ólafsfjörður,1990,8,953,103777
Cod,Ólafsfjörður,1990,9,358,40257
Cod,Ólafsfjörður,1990,10,714,43697
Cod,Ólafsfjörður,1990,11,533,33779
Cod,Ólafsfjörður,1990,12,612,56301
Cod,Ólafsfjörður,1991,1,417,29791
Cod,Ólafsfjörður,1991,2,814,63164
Cod,Ólafsfjörður,1991,3,715,53186
Cod,Ólafsfjörður,1991,4,1237,91051
Cod,Ólafsfjörður,1991,5,405,21111
Cod,Ólafsfjörður,1991,6,1246,81179
Cod,Ólafsfjörður,1991,7,1553,119310
Cod,Ólafsfjörður,1991,8,685,62932
Cod,Ólafsfjörður,1991,9,267,10940
Cod,Ólafsfjörður,1991,10,274,15604
Cod,Ólafsfjörður,1991,11,269,17536
Cod,Ólafsfjörður,1991,12,727,54735
Cod,Ólafsfjörður,1992,1,316,26673
Cod,Ólafsfjörður,1992,2,365,21946
Cod,Ólafsfjörður,1992,3,1066,80487
Cod,Ólafsfjörður,1992,4,977,73255
Cod,Ólafsfjörður,1992,5,503,30402
Cod,Ólafsfjörður,1992,6,637,38293
Cod,Ólafsfjörður,1992,7,731,54676
Cod,Ólafsfjörður,1992,8,999,87288
Cod,Ólafsfjörður,1992,9,358,23684
Cod,Ólafsfjörður,1992,10,296,20643
Cod,Ólafsfjörður,1992,11,668,50538
Cod,Ólafsfjörður,1992,12,675,57075
Cod,Ólafsfjörður,1993,1,550,38207
Cod,Ólafsfjörður,1993,2,1125,84422
Cod,Ólafsfjörður,1993,3,628,46999
Cod,Ólafsfjörður,1993,4,581,38915
Cod,Ólafsfjörður,1993,5,234,11925
Cod,Ólafsfjörður,1993,6,471,30346
Cod,Ólafsfjörður,1993,7,858,65590
Cod,Ólafsfjörður,1993,8,727,65379
Cod,Ólafsfjörður,1993,9,586,40736
Cod,Ólafsfjörður,1993,10,652,41636
Cod,Ólafsfjörður,1993,11,547,43367
