Ár,Tekju- og gjaldaliðir,Tegund skipa,Rekstraryfirlit fiskveiða 1997-2024
1999,2.2  Önnur laun,Bátar 10-200 brl.,1318
1999,2.2  Önnur laun,Bátar > 200 brl.,506
1999,2.2  Önnur laun,Uppsjávarveiðiskip,729
1999,2.2  Önnur laun,Ísfisktogarar,521
1999,2.2  Önnur laun,Frystitogarar,681
1999,2.3  Launatengd gjöld,Samtals,1985
1999,2.3  Launatengd gjöld,Bátar undir 10 brl.,135
1999,2.3  Launatengd gjöld,Bátar 10-200 brl.,539
1999,2.3  Launatengd gjöld,Bátar > 200 brl.,139
1999,2.3  Launatengd gjöld,Uppsjávarveiðiskip,221
1999,2.3  Launatengd gjöld,Ísfisktogarar,266
1999,2.3  Launatengd gjöld,Frystitogarar,685
1999,2.4  Olíur,Samtals,3334
1999,2.4  Olíur,Bátar undir 10 brl.,127
1999,2.4  Olíur,Bátar 10-200 brl.,615
1999,2.4  Olíur,Bátar > 200 brl.,189
1999,2.4  Olíur,Uppsjávarveiðiskip,464
1999,2.4  Olíur,Ísfisktogarar,670
1999,2.4  Olíur,Frystitogarar,1269
1999,2.5  Veiðarfæri,Samtals,3193
1999,2.5  Veiðarfæri,Bátar undir 10 brl.,213
1999,2.5  Veiðarfæri,Bátar 10-200 brl.,674
1999,2.5  Veiðarfæri,Bátar > 200 brl.,200
1999,2.5  Veiðarfæri,Uppsjávarveiðiskip,774
1999,2.5  Veiðarfæri,Ísfisktogarar,504
1999,2.5  Veiðarfæri,Frystitogarar,828
1999,2.6  Viðhald,Samtals,5067
1999,2.6  Viðhald,Bátar undir 10 brl.,586
1999,2.6  Viðhald,Bátar 10-200 brl.,1300
1999,2.6  Viðhald,Bátar > 200 brl.,279
1999,2.6  Viðhald,Uppsjávarveiðiskip,711
1999,2.6  Viðhald,Ísfisktogarar,898
1999,2.6  Viðhald,Frystitogarar,1292
1999,2.7  Frystikostn. umbúðir og fl.,Samtals,.
1999,2.7  Frystikostn. umbúðir og fl.,Bátar undir 10 brl.,.
1999,2.7  Frystikostn. umbúðir og fl.,Bátar 10-200 brl.,.
1999,2.7  Frystikostn. umbúðir og fl.,Bátar > 200 brl.,.
1999,2.7  Frystikostn. umbúðir og fl.,Uppsjávarveiðiskip,.
1999,2.7  Frystikostn. umbúðir og fl.,Ísfisktogarar,.
1999,2.7  Frystikostn. umbúðir og fl.,Frystitogarar,.
1999,2.8  Flutningskostnaður,Samtals,368
1999,2.8  Flutningskostnaður,Bátar undir 10 brl.,155
1999,2.8  Flutningskostnaður,Bátar 10-200 brl.,91
1999,2.8  Flutningskostnaður,Bátar > 200 brl.,3
1999,2.8  Flutningskostnaður,Uppsjávarveiðiskip,27
1999,2.8  Flutningskostnaður,Ísfisktogarar,25
1999,2.8  Flutningskostnaður,Frystitogarar,67
1999,2.9  Laun v/skrifstofu,Samtals,2267
1999,2.9  Laun v/skrifstofu,Bátar undir 10 brl.,1051
1999,2.9  Laun v/skrifstofu,Bátar 10-200 brl.,381
1999,2.9  Laun v/skrifstofu,Bátar > 200 brl.,94
1999,2.9  Laun v/skrifstofu,Uppsjávarveiðiskip,134
1999,2.9  Laun v/skrifstofu,Ísfisktogarar,163
1999,2.9  Laun v/skrifstofu,Frystitogarar,444
1999,2.10 Skrifst.kostnaður,Samtals,1208
1999,2.10 Skrifst.kostnaður,Bátar undir 10 brl.,179
1999,2.10 Skrifst.kostnaður,Bátar 10-200 brl.,323
1999,2.10 Skrifst.kostnaður,Bátar > 200 brl.,88
1999,2.10 Skrifst.kostnaður,Uppsjávarveiðiskip,244
1999,2.10 Skrifst.kostnaður,Ísfisktogarar,132
1999,2.10 Skrifst.kostnaður,Frystitogarar,241
1999,2.11  Tryggingar,Samtals,1247
1999,2.11  Tryggingar,Bátar undir 10 brl.,174
1999,2.11  Tryggingar,Bátar 10-200 brl.,280
1999,2.11  Tryggingar,Bátar > 200 brl.,26
1999,2.11  Tryggingar,Uppsjávarveiðiskip,95
1999,2.11  Tryggingar,Ísfisktogarar,180
1999,2.11  Tryggingar,Frystitogarar,491
1999,2.12 Sölukostnaður,Samtals,3213
1999,2.12 Sölukostnaður,Bátar undir 10 brl.,265
1999,2.12 Sölukostnaður,Bátar 10-200 brl.,1055
1999,2.12 Sölukostnaður,Bátar > 200 brl.,150
1999,2.12 Sölukostnaður,Uppsjávarveiðiskip,39
1999,2.12 Sölukostnaður,Ísfisktogarar,548
1999,2.12 Sölukostnaður,Frystitogarar,1156
1999,2.13 Löndunarkostnaður,Samtals,1472
1999,2.13 Löndunarkostnaður,Bátar undir 10 brl.,145
1999,2.13 Löndunarkostnaður,Bátar 10-200 brl.,264
1999,2.13 Löndunarkostnaður,Bátar > 200 brl.,63
1999,2.13 Löndunarkostnaður,Uppsjávarveiðiskip,99
1999,2.13 Löndunarkostnaður,Ísfisktogarar,270
1999,2.13 Löndunarkostnaður,Frystitogarar,632
1999,2.14 Kvótaleiga,Samtals,2696
1999,2.14 Kvótaleiga,Bátar undir 10 brl.,471
1999,2.14 Kvótaleiga,Bátar 10-200 brl.,1522
1999,2.14 Kvótaleiga,Bátar > 200 brl.,0
1999,2.14 Kvótaleiga,Uppsjávarveiðiskip,1
1999,2.14 Kvótaleiga,Ísfisktogarar,235
1999,2.14 Kvótaleiga,Frystitogarar,467
1999,2.15 Önnur gjöld,Samtals,3560
1999,2.15 Önnur gjöld,Bátar undir 10 brl.,464
1999,2.15 Önnur gjöld,Bátar 10-200 brl.,182
1999,2.15 Önnur gjöld,Bátar > 200 brl.,39
1999,2.15 Önnur gjöld,Uppsjávarveiðiskip,532
1999,2.15 Önnur gjöld,Ísfisktogarar,400
1999,2.15 Önnur gjöld,Frystitogarar,1943
1999,Verg hlutdeild fjármagns (EBITDA),Samtals,11893
1999,Verg hlutdeild fjármagns (EBITDA),Bátar undir 10 brl.,1951
1999,Verg hlutdeild fjármagns (EBITDA),Bátar 10-200 brl.,1795
1999,Verg hlutdeild fjármagns (EBITDA),Bátar > 200 brl.,910
1999,Verg hlutdeild fjármagns (EBITDA),Uppsjávarveiðiskip,122
1999,Verg hlutdeild fjármagns (EBITDA),Ísfisktogarar,1571
1999,Verg hlutdeild fjármagns (EBITDA),Frystitogarar,5545
1999,"EBITDA sem hlutfall af tekjum, %",Samtals,18.6
1999,"EBITDA sem hlutfall af tekjum, %",Bátar undir 10 brl.,26.2
1999,"EBITDA sem hlutfall af tekjum, %",Bátar 10-200 brl.,11.9
1999,"EBITDA sem hlutfall af tekjum, %",Bátar > 200 brl.,24.2
1999,"EBITDA sem hlutfall af tekjum, %",Uppsjávarveiðiskip,2.0
1999,"EBITDA sem hlutfall af tekjum, %",Ísfisktogarar,17.7
1999,"EBITDA sem hlutfall af tekjum, %",Frystitogarar,24.3
1999,Afskriftir,Samtals,9797
1999,Afskriftir,Bátar undir 10 brl.,979
1999,Afskriftir,Bátar 10-200 brl.,2090
1999,Afskriftir,Bátar > 200 brl.,508
1999,Afskriftir,Uppsjávarveiðiskip,1325
1999,Afskriftir,Ísfisktogarar,1533
1999,Afskriftir,Frystitogarar,3363
1999,Verðbreytingarfærsla og vextir,Samtals,1961
1999,Verðbreytingarfærsla og vextir,Bátar undir 10 brl.,361
1999,Verðbreytingarfærsla og vextir,Bátar 10-200 brl.,677
1999,Verðbreytingarfærsla og vextir,Bátar > 200 brl.,-38
1999,Verðbreytingarfærsla og vextir,Uppsjávarveiðiskip,189
1999,Verðbreytingarfærsla og vextir,Ísfisktogarar,48
1999,Verðbreytingarfærsla og vextir,Frystitogarar,723
1999,Hreinn hagnaður (EBT),Samtals,135
1999,Hreinn hagnaður (EBT),Bátar undir 10 brl.,611
1999,Hreinn hagnaður (EBT),Bátar 10-200 brl.,-972
1999,Hreinn hagnaður (EBT),Bátar > 200 brl.,439
1999,Hreinn hagnaður (EBT),Uppsjávarveiðiskip,-1393
1999,Hreinn hagnaður (EBT),Ísfisktogarar,-9
1999,Hreinn hagnaður (EBT),Frystitogarar,1459
1999,"Hreinn hagnaður sem hlutfall af tekjum, %",Samtals,0.2
1999,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar undir 10 brl.,8.2
1999,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar 10-200 brl.,6.4
1999,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar > 200 brl.,11.7
1999,"Hreinn hagnaður sem hlutfall af tekjum, %",Uppsjávarveiðiskip,-23.3
1999,"Hreinn hagnaður sem hlutfall af tekjum, %",Ísfisktogarar,-0.1
1999,"Hreinn hagnaður sem hlutfall af tekjum, %",Frystitogarar,6.4
1999,"Árgreiðsla, 6%",Samtals,10052.0
1999,"Árgreiðsla, 6%",Bátar undir 10 brl.,835.0
1999,"Árgreiðsla, 6%",Bátar 10-200 brl.,2032.0
1999,"Árgreiðsla, 6%",Bátar > 200 brl.,873.0
1999,"Árgreiðsla, 6%",Uppsjávarveiðiskip,1682.0
1999,"Árgreiðsla, 6%",Ísfisktogarar,1347.0
1999,"Árgreiðsla, 6%",Frystitogarar,3282.0
1999,Hreinn hagnaður - árgreiðsla,Samtals,1842
1999,Hreinn hagnaður - árgreiðsla,Bátar undir 10 brl.,1115
1999,Hreinn hagnaður - árgreiðsla,Bátar 10-200 brl.,-237
1999,Hreinn hagnaður - árgreiðsla,Bátar > 200 brl.,37
1999,Hreinn hagnaður - árgreiðsla,Uppsjávarveiðiskip,-1561
1999,Hreinn hagnaður - árgreiðsla,Ísfisktogarar,225
1999,Hreinn hagnaður - árgreiðsla,Frystitogarar,2263
1999,"sem hlutfall af tekjum, %",Samtals,2.9
1999,"sem hlutfall af tekjum, %",Bátar undir 10 brl.,15.0
1999,"sem hlutfall af tekjum, %",Bátar 10-200 brl.,-1.6
1999,"sem hlutfall af tekjum, %",Bátar > 200 brl.,3.9
1999,"sem hlutfall af tekjum, %",Uppsjávarveiðiskip,-26.2
1999,"sem hlutfall af tekjum, %",Ísfisktogarar,2.5
1999,"sem hlutfall af tekjum, %",Frystitogarar,9.9
2000,1. Tekjur alls,Samtals,62548
2000,1. Tekjur alls,Bátar undir 10 brl.,8041
2000,1. Tekjur alls,Bátar 10-200 brl.,14868
2000,1. Tekjur alls,Bátar > 200 brl.,4578
2000,1. Tekjur alls,Uppsjávarveiðiskip,7097
2000,1. Tekjur alls,Ísfisktogarar,8188
2000,1. Tekjur alls,Frystitogarar,19776
2000,1.1  Útflutningstekjur,Samtals,25273
2000,1.1  Útflutningstekjur,Bátar undir 10 brl.,365
2000,1.1  Útflutningstekjur,Bátar 10-200 brl.,2253
2000,1.1  Útflutningstekjur,Bátar > 200 brl.,792
2000,1.1  Útflutningstekjur,Uppsjávarveiðiskip,478
2000,1.1  Útflutningstekjur,Ísfisktogarar,1930
2000,1.1  Útflutningstekjur,Frystitogarar,19456
2000,1.2  Selt hráefni,Samtals,33737
2000,1.2  Selt hráefni,Bátar undir 10 brl.,6616
2000,1.2  Selt hráefni,Bátar 10-200 brl.,11342
2000,1.2  Selt hráefni,Bátar > 200 brl.,3598
2000,1.2  Selt hráefni,Uppsjávarveiðiskip,6224
2000,1.2  Selt hráefni,Ísfisktogarar,5936
2000,1.2  Selt hráefni,Frystitogarar,21
2000,1.3  Aðrar tekjur,Samtals,3538
2000,1.3  Aðrar tekjur,Bátar undir 10 brl.,1060
2000,1.3  Aðrar tekjur,Bátar 10-200 brl.,1273
2000,1.3  Aðrar tekjur,Bátar > 200 brl.,188
2000,1.3  Aðrar tekjur,Uppsjávarveiðiskip,395
2000,1.3  Aðrar tekjur,Ísfisktogarar,323
2000,1.3  Aðrar tekjur,Frystitogarar,300
2000,2  Gjöld alls,Samtals,50427
2000,2  Gjöld alls,Bátar undir 10 brl.,6054
2000,2  Gjöld alls,Bátar 10-200 brl.,12433
2000,2  Gjöld alls,Bátar > 200 brl.,3623
2000,2  Gjöld alls,Uppsjávarveiðiskip,6593
2000,2  Gjöld alls,Ísfisktogarar,6741
2000,2  Gjöld alls,Frystitogarar,14983
2000,2.1  Aflahlutir,Samtals,16791
2000,2.1  Aflahlutir,Bátar undir 10 brl.,1374
2000,2.1  Aflahlutir,Bátar 10-200 brl.,4241
2000,2.1  Aflahlutir,Bátar > 200 brl.,1172
2000,2.1  Aflahlutir,Uppsjávarveiðiskip,1837
2000,2.1  Aflahlutir,Ísfisktogarar,2063
2000,2.1  Aflahlutir,Frystitogarar,6104
2000,2.2  Önnur laun,Samtals,5105
2000,2.2  Önnur laun,Bátar undir 10 brl.,574
2000,2.2  Önnur laun,Bátar 10-200 brl.,1473
2000,2.2  Önnur laun,Bátar > 200 brl.,566
2000,2.2  Önnur laun,Uppsjávarveiðiskip,709
2000,2.2  Önnur laun,Ísfisktogarar,697
2000,2.2  Önnur laun,Frystitogarar,1086
2000,2.3  Launatengd gjöld,Samtals,1930
2000,2.3  Launatengd gjöld,Bátar undir 10 brl.,172
2000,2.3  Launatengd gjöld,Bátar 10-200 brl.,502
2000,2.3  Launatengd gjöld,Bátar > 200 brl.,154
2000,2.3  Launatengd gjöld,Uppsjávarveiðiskip,225
2000,2.3  Launatengd gjöld,Ísfisktogarar,242
2000,2.3  Launatengd gjöld,Frystitogarar,635
2000,2.4  Olíur,Samtals,6001
2000,2.4  Olíur,Bátar undir 10 brl.,215
2000,2.4  Olíur,Bátar 10-200 brl.,984
2000,2.4  Olíur,Bátar > 200 brl.,320
2000,2.4  Olíur,Uppsjávarveiðiskip,1289
2000,2.4  Olíur,Ísfisktogarar,1155
2000,2.4  Olíur,Frystitogarar,2038
2000,2.5  Veiðarfæri,Samtals,3037
2000,2.5  Veiðarfæri,Bátar undir 10 brl.,229
2000,2.5  Veiðarfæri,Bátar 10-200 brl.,559
2000,2.5  Veiðarfæri,Bátar > 200 brl.,239
2000,2.5  Veiðarfæri,Uppsjávarveiðiskip,843
2000,2.5  Veiðarfæri,Ísfisktogarar,450
2000,2.5  Veiðarfæri,Frystitogarar,718
2000,2.6  Viðhald,Samtals,4916
2000,2.6  Viðhald,Bátar undir 10 brl.,511
2000,2.6  Viðhald,Bátar 10-200 brl.,1166
2000,2.6  Viðhald,Bátar > 200 brl.,499
2000,2.6  Viðhald,Uppsjávarveiðiskip,710
2000,2.6  Viðhald,Ísfisktogarar,726
2000,2.6  Viðhald,Frystitogarar,1304
2000,2.7  Frystikostn. umbúðir og fl.,Samtals,.
2000,2.7  Frystikostn. umbúðir og fl.,Bátar undir 10 brl.,.
2000,2.7  Frystikostn. umbúðir og fl.,Bátar 10-200 brl.,.
2000,2.7  Frystikostn. umbúðir og fl.,Bátar > 200 brl.,.
2000,2.7  Frystikostn. umbúðir og fl.,Uppsjávarveiðiskip,.
2000,2.7  Frystikostn. umbúðir og fl.,Ísfisktogarar,.
2000,2.7  Frystikostn. umbúðir og fl.,Frystitogarar,.
2000,2.8  Flutningskostnaður,Samtals,460
2000,2.8  Flutningskostnaður,Bátar undir 10 brl.,198
2000,2.8  Flutningskostnaður,Bátar 10-200 brl.,108
2000,2.8  Flutningskostnaður,Bátar > 200 brl.,13
2000,2.8  Flutningskostnaður,Uppsjávarveiðiskip,36
2000,2.8  Flutningskostnaður,Ísfisktogarar,41
2000,2.8  Flutningskostnaður,Frystitogarar,63
2000,2.9  Laun v/skrifstofu,Samtals,1672
2000,2.9  Laun v/skrifstofu,Bátar undir 10 brl.,760
2000,2.9  Laun v/skrifstofu,Bátar 10-200 brl.,307
2000,2.9  Laun v/skrifstofu,Bátar > 200 brl.,40
2000,2.9  Laun v/skrifstofu,Uppsjávarveiðiskip,145
2000,2.9  Laun v/skrifstofu,Ísfisktogarar,154
2000,2.9  Laun v/skrifstofu,Frystitogarar,266
2000,2.10 Skrifst.kostnaður,Samtals,1207
2000,2.10 Skrifst.kostnaður,Bátar undir 10 brl.,167
2000,2.10 Skrifst.kostnaður,Bátar 10-200 brl.,367
2000,2.10 Skrifst.kostnaður,Bátar > 200 brl.,106
2000,2.10 Skrifst.kostnaður,Uppsjávarveiðiskip,242
2000,2.10 Skrifst.kostnaður,Ísfisktogarar,109
2000,2.10 Skrifst.kostnaður,Frystitogarar,217
2000,2.11  Tryggingar,Samtals,1329
2000,2.11  Tryggingar,Bátar undir 10 brl.,323
2000,2.11  Tryggingar,Bátar 10-200 brl.,351
2000,2.11  Tryggingar,Bátar > 200 brl.,58
2000,2.11  Tryggingar,Uppsjávarveiðiskip,104
2000,2.11  Tryggingar,Ísfisktogarar,146
2000,2.11  Tryggingar,Frystitogarar,347
2000,2.12 Sölukostnaður,Samtals,2699
2000,2.12 Sölukostnaður,Bátar undir 10 brl.,329
2000,2.12 Sölukostnaður,Bátar 10-200 brl.,851
2000,2.12 Sölukostnaður,Bátar > 200 brl.,131
2000,2.12 Sölukostnaður,Uppsjávarveiðiskip,89
2000,2.12 Sölukostnaður,Ísfisktogarar,462
2000,2.12 Sölukostnaður,Frystitogarar,837
2000,2.13 Löndunarkostnaður,Samtals,1504
2000,2.13 Löndunarkostnaður,Bátar undir 10 brl.,169
2000,2.13 Löndunarkostnaður,Bátar 10-200 brl.,288
2000,2.13 Löndunarkostnaður,Bátar > 200 brl.,112
2000,2.13 Löndunarkostnaður,Uppsjávarveiðiskip,158
2000,2.13 Löndunarkostnaður,Ísfisktogarar,348
2000,2.13 Löndunarkostnaður,Frystitogarar,428
2000,2.14 Kvótaleiga,Samtals,2113
2000,2.14 Kvótaleiga,Bátar undir 10 brl.,486
2000,2.14 Kvótaleiga,Bátar 10-200 brl.,1048
2000,2.14 Kvótaleiga,Bátar > 200 brl.,117
2000,2.14 Kvótaleiga,Uppsjávarveiðiskip,65
2000,2.14 Kvótaleiga,Ísfisktogarar,126
2000,2.14 Kvótaleiga,Frystitogarar,270
2000,2.15 Önnur gjöld,Samtals,1666
2000,2.15 Önnur gjöld,Bátar undir 10 brl.,546
2000,2.15 Önnur gjöld,Bátar 10-200 brl.,188
2000,2.15 Önnur gjöld,Bátar > 200 brl.,98
2000,2.15 Önnur gjöld,Uppsjávarveiðiskip,141
2000,2.15 Önnur gjöld,Ísfisktogarar,22
2000,2.15 Önnur gjöld,Frystitogarar,671
2000,Verg hlutdeild fjármagns (EBITDA),Samtals,12120
2000,Verg hlutdeild fjármagns (EBITDA),Bátar undir 10 brl.,1988
2000,Verg hlutdeild fjármagns (EBITDA),Bátar 10-200 brl.,2435
2000,Verg hlutdeild fjármagns (EBITDA),Bátar > 200 brl.,955
2000,Verg hlutdeild fjármagns (EBITDA),Uppsjávarveiðiskip,504
2000,Verg hlutdeild fjármagns (EBITDA),Ísfisktogarar,1447
2000,Verg hlutdeild fjármagns (EBITDA),Frystitogarar,4793
2000,"EBITDA sem hlutfall af tekjum, %",Samtals,19.4
2000,"EBITDA sem hlutfall af tekjum, %",Bátar undir 10 brl.,24.7
2000,"EBITDA sem hlutfall af tekjum, %",Bátar 10-200 brl.,16.4
2000,"EBITDA sem hlutfall af tekjum, %",Bátar > 200 brl.,20.9
2000,"EBITDA sem hlutfall af tekjum, %",Uppsjávarveiðiskip,7.1
2000,"EBITDA sem hlutfall af tekjum, %",Ísfisktogarar,17.7
2000,"EBITDA sem hlutfall af tekjum, %",Frystitogarar,24.2
2000,Afskriftir,Samtals,9069
2000,Afskriftir,Bátar undir 10 brl.,1100
2000,Afskriftir,Bátar 10-200 brl.,2098
2000,Afskriftir,Bátar > 200 brl.,623
2000,Afskriftir,Uppsjávarveiðiskip,1239
2000,Afskriftir,Ísfisktogarar,1370
2000,Afskriftir,Frystitogarar,2639
2000,Verðbreytingarfærsla og vextir,Samtals,7868
2000,Verðbreytingarfærsla og vextir,Bátar undir 10 brl.,616
2000,Verðbreytingarfærsla og vextir,Bátar 10-200 brl.,2107
2000,Verðbreytingarfærsla og vextir,Bátar > 200 brl.,526
2000,Verðbreytingarfærsla og vextir,Uppsjávarveiðiskip,1159
2000,Verðbreytingarfærsla og vextir,Ísfisktogarar,1242
2000,Verðbreytingarfærsla og vextir,Frystitogarar,2216
2000,Hreinn hagnaður (EBT),Samtals,-4816
2000,Hreinn hagnaður (EBT),Bátar undir 10 brl.,271
2000,Hreinn hagnaður (EBT),Bátar 10-200 brl.,-1771
2000,Hreinn hagnaður (EBT),Bátar > 200 brl.,-194
2000,Hreinn hagnaður (EBT),Uppsjávarveiðiskip,-1895
2000,Hreinn hagnaður (EBT),Ísfisktogarar,-1166
2000,Hreinn hagnaður (EBT),Frystitogarar,-62
2000,"Hreinn hagnaður sem hlutfall af tekjum, %",Samtals,-7.7
2000,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar undir 10 brl.,3.4
2000,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar 10-200 brl.,-11.9
2000,"Hreinn hagnaður sem hlutfall af tekjum, %",Bátar > 200 brl.,-4.2
2000,"Hreinn hagnaður sem hlutfall af tekjum, %",Uppsjávarveiðiskip,-26.7
2000,"Hreinn hagnaður sem hlutfall af tekjum, %",Ísfisktogarar,-14.2
2000,"Hreinn hagnaður sem hlutfall af tekjum, %",Frystitogarar,-0.3
2000,"Árgreiðsla, 6%",Samtals,9477.5
2000,"Árgreiðsla, 6%",Bátar undir 10 brl.,835.4
2000,"Árgreiðsla, 6%",Bátar 10-200 brl.,1920.7
2000,"Árgreiðsla, 6%",Bátar > 200 brl.,595.6
2000,"Árgreiðsla, 6%",Uppsjávarveiðiskip,1994.5
2000,"Árgreiðsla, 6%",Ísfisktogarar,1225.8
2000,"Árgreiðsla, 6%",Frystitogarar,2905.6
2000,Hreinn hagnaður - árgreiðsla,Samtals,2643
2000,Hreinn hagnaður - árgreiðsla,Bátar undir 10 brl.,1152
2000,Hreinn hagnaður - árgreiðsla,Bátar 10-200 brl.,514
2000,Hreinn hagnaður - árgreiðsla,Bátar > 200 brl.,359
2000,Hreinn hagnaður - árgreiðsla,Uppsjávarveiðiskip,-1491
2000,Hreinn hagnaður - árgreiðsla,Ísfisktogarar,221
2000,Hreinn hagnaður - árgreiðsla,Frystitogarar,1887
2000,"sem hlutfall af tekjum, %",Samtals,4.2
2000,"sem hlutfall af tekjum, %",Bátar undir 10 brl.,14.3
2000,"sem hlutfall af tekjum, %",Bátar 10-200 brl.,3.5
2000,"sem hlutfall af tekjum, %",Bátar > 200 brl.,7.8
2000,"sem hlutfall af tekjum, %",Uppsjávarveiðiskip,-21.0
2000,"sem hlutfall af tekjum, %",Ísfisktogarar,2.7
2000,"sem hlutfall af tekjum, %",Frystitogarar,9.5
2001,1. Tekjur alls,Samtals,76043
2001,1. Tekjur alls,Bátar undir 10 brl.,9096
2001,1. Tekjur alls,Bátar 10-200 brl.,19346
2001,1. Tekjur alls,Bátar > 200 brl.,5804
2001,1. Tekjur alls,Uppsjávarveiðiskip,10747
2001,1. Tekjur alls,Ísfisktogarar,7303
2001,1. Tekjur alls,Frystitogarar,23748
2001,1.1  Útflutningstekjur,Samtals,30189
2001,1.1  Útflutningstekjur,Bátar undir 10 brl.,421
2001,1.1  Útflutningstekjur,Bátar 10-200 brl.,3146
2001,1.1  Útflutningstekjur,Bátar > 200 brl.,967
2001,1.1  Útflutningstekjur,Uppsjávarveiðiskip,1078
2001,1.1  Útflutningstekjur,Ísfisktogarar,1668
2001,1.1  Útflutningstekjur,Frystitogarar,22908
2001,1.2  Selt hráefni,Samtals,41583
2001,1.2  Selt hráefni,Bátar undir 10 brl.,7896
2001,1.2  Selt hráefni,Bátar 10-200 brl.,14004
2001,1.2  Selt hráefni,Bátar > 200 brl.,4619
2001,1.2  Selt hráefni,Uppsjávarveiðiskip,9177
2001,1.2  Selt hráefni,Ísfisktogarar,5434
2001,1.2  Selt hráefni,Frystitogarar,453
2001,1.3  Aðrar tekjur,Samtals,4272
2001,1.3  Aðrar tekjur,Bátar undir 10 brl.,779
2001,1.3  Aðrar tekjur,Bátar 10-200 brl.,2196
2001,1.3  Aðrar tekjur,Bátar > 200 brl.,218
2001,1.3  Aðrar tekjur,Uppsjávarveiðiskip,492
2001,1.3  Aðrar tekjur,Ísfisktogarar,200
2001,1.3  Aðrar tekjur,Frystitogarar,387
2001,2  Gjöld alls,Samtals,57464
2001,2  Gjöld alls,Bátar undir 10 brl.,7061
2001,2  Gjöld alls,Bátar 10-200 brl.,14771
2001,2  Gjöld alls,Bátar > 200 brl.,4700
2001,2  Gjöld alls,Uppsjávarveiðiskip,8090
2001,2  Gjöld alls,Ísfisktogarar,6184
2001,2  Gjöld alls,Frystitogarar,16656
2001,2.1  Aflahlutir,Samtals,20582
2001,2.1  Aflahlutir,Bátar undir 10 brl.,1648
2001,2.1  Aflahlutir,Bátar 10-200 brl.,5370
2001,2.1  Aflahlutir,Bátar > 200 brl.,1497
2001,2.1  Aflahlutir,Uppsjávarveiðiskip,2828
2001,2.1  Aflahlutir,Ísfisktogarar,1875
2001,2.1  Aflahlutir,Frystitogarar,7364
2001,2.2  Önnur laun,Samtals,5804
2001,2.2  Önnur laun,Bátar undir 10 brl.,1354
2001,2.2  Önnur laun,Bátar 10-200 brl.,1328
2001,2.2  Önnur laun,Bátar > 200 brl.,653
2001,2.2  Önnur laun,Uppsjávarveiðiskip,707
2001,2.2  Önnur laun,Ísfisktogarar,783
2001,2.2  Önnur laun,Frystitogarar,978
2001,2.3  Launatengd gjöld,Samtals,2329
2001,2.3  Launatengd gjöld,Bátar undir 10 brl.,265
2001,2.3  Launatengd gjöld,Bátar 10-200 brl.,591
2001,2.3  Launatengd gjöld,Bátar > 200 brl.,190
2001,2.3  Launatengd gjöld,Uppsjávarveiðiskip,313
2001,2.3  Launatengd gjöld,Ísfisktogarar,235
2001,2.3  Launatengd gjöld,Frystitogarar,736
2001,2.4  Olíur,Samtals,6600
2001,2.4  Olíur,Bátar undir 10 brl.,225
2001,2.4  Olíur,Bátar 10-200 brl.,1170
2001,2.4  Olíur,Bátar > 200 brl.,417
2001,2.4  Olíur,Uppsjávarveiðiskip,1591
2001,2.4  Olíur,Ísfisktogarar,979
2001,2.4  Olíur,Frystitogarar,2218
2001,2.5  Veiðarfæri,Samtals,3067
2001,2.5  Veiðarfæri,Bátar undir 10 brl.,172
2001,2.5  Veiðarfæri,Bátar 10-200 brl.,701
2001,2.5  Veiðarfæri,Bátar > 200 brl.,325
2001,2.5  Veiðarfæri,Uppsjávarveiðiskip,818
2001,2.5  Veiðarfæri,Ísfisktogarar,322
2001,2.5  Veiðarfæri,Frystitogarar,729
2001,2.6  Viðhald,Samtals,4968
2001,2.6  Viðhald,Bátar undir 10 brl.,492
2001,2.6  Viðhald,Bátar 10-200 brl.,1261
2001,2.6  Viðhald,Bátar > 200 brl.,529
2001,2.6  Viðhald,Uppsjávarveiðiskip,763
2001,2.6  Viðhald,Ísfisktogarar,627
2001,2.6  Viðhald,Frystitogarar,1295
2001,2.7  Frystikostn. umbúðir og fl.,Samtals,.
2001,2.7  Frystikostn. umbúðir og fl.,Bátar undir 10 brl.,.
2001,2.7  Frystikostn. umbúðir og fl.,Bátar 10-200 brl.,.
2001,2.7  Frystikostn. umbúðir og fl.,Bátar > 200 brl.,.
2001,2.7  Frystikostn. umbúðir og fl.,Uppsjávarveiðiskip,.
2001,2.7  Frystikostn. umbúðir og fl.,Ísfisktogarar,.
2001,2.7  Frystikostn. umbúðir og fl.,Frystitogarar,.
2001,2.8  Flutningskostnaður,Samtals,461
2001,2.8  Flutningskostnaður,Bátar undir 10 brl.,196
2001,2.8  Flutningskostnaður,Bátar 10-200 brl.,98
2001,2.8  Flutningskostnaður,Bátar > 200 brl.,36
2001,2.8  Flutningskostnaður,Uppsjávarveiðiskip,58
2001,2.8  Flutningskostnaður,Ísfisktogarar,29
2001,2.8  Flutningskostnaður,Frystitogarar,44
2001,2.9  Laun v/skrifstofu,Samtals,1173
2001,2.9  Laun v/skrifstofu,Bátar undir 10 brl.,39
